SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,3,7,48,091,Texas,Comal County,108472,108477,109299,112059,114931,118682,123439,129048,822,2760,2872,3751,4757,5609,313,1256,1283,1350,1411,1507,184,988,1022,1058,980,986,129,268,261,292,431,521,21,78,100,94,110,116,658,2297,2482,3308,3930,4961,679,2375,2582,3402,4040,5077,14,117,29,57,286,11,1060,1060,1044,1078,1088,1084,1084,11.348132889,11.304462752,11.557575991,11.65532936,11.937248254,8.9267159985,9.0048019737,9.05771511,8.0951259907,7.8103031047,2.4214168903,2.299660778,2.499860881,3.5602033694,4.1269451497,0.7047407367,0.8810960835,0.8047497357,0.9086365908,0.9188591888,20.753711183,21.868804793,28.320341762,32.463107289,39.297072721,21.45845192,22.749900877,29.125091497,33.37174388,40.215931909
050,3,7,48,093,Texas,Comanche County,13974,13974,13963,13881,13727,13574,13502,13430,-11,-82,-154,-153,-72,-72,29,184,160,153,147,158,44,161,140,174,184,178,-15,23,20,-21,-37,-20,2,10,8,9,9,9,1,-123,-186,-123,-40,-79,3,-113,-178,-114,-31,-70,1,8,4,-18,-4,18,161,161,164,165,157,141,140,13.216491883,11.590843234,11.208380645,10.858324716,11.733254121,11.564430398,10.14198783,12.746785832,13.591372433,13.218476162,1.6520614854,1.4488554042,-1.538405187,-2.733047718,-1.485222041,0.7182876024,0.5795421617,0.6593165086,0.6647953908,0.6683499183,-8.834937509,-13.47435526,-9.01065895,-2.954646181,-5.866627061,-8.116649907,-12.8948131,-8.351342442,-2.28985079,-5.198277142
050,3,7,48,095,Texas,Concho County,4087,4087,4098,4140,4065,4098,4045,4081,11,42,-75,33,-53,36,6,32,31,16,21,17,2,34,29,37,29,29,4,-2,2,-21,-8,-12,2,20,15,18,23,26,5,14,-92,39,-71,31,7,34,-77,57,-48,57,0,10,0,-3,3,-9,1588,1604,1610,1610,1626,1624,1627,7.7688759408,7.5563680683,3.9201274041,5.157804249,4.1841004184,8.2544306871,7.0688604509,9.0652946221,7.1226820582,7.1375830667,-0.485554746,0.4875076173,-5.145167218,-1.964877809,-2.953482648,4.855547463,3.6563071298,4.4101433297,5.6490237013,6.3992124046,3.3988832241,-22.4253504,9.5553105476,-17.43829056,7.6298301747,8.2544306871,-18.76904327,13.965453877,-11.78926685,14.029042579
050,3,7,48,097,Texas,Cooke County,38437,38437,38456,38403,38790,38553,38828,39229,19,-53,387,-237,275,401,139,476,521,569,521,539,71,380,413,427,399,406,68,96,108,142,122,133,6,56,48,52,58,60,-50,-218,229,-411,100,197,-44,-162,277,-359,158,257,-5,13,2,-20,-5,11,686,686,647,680,690,682,680,12.386317803,13.498633296,14.713678032,13.465837867,13.81042059,9.8882369013,10.700452114,11.041723233,10.312609038,10.40265447,2.4980809014,2.7981811822,3.6719547988,3.1532288288,3.4077661196,1.4572138591,1.243636081,1.3446595038,1.4990760006,1.5373380991,-5.67272538,5.9331804697,-10.62798185,2.5846137941,5.0475934253,-4.215511521,7.1768165507,-9.283322343,4.0836897947,6.5849315244
050,3,7,48,099,Texas,Coryell County,75388,75388,75604,76610,76860,76162,75507,75503,216,1006,250,-698,-655,-4,248,1065,951,1007,1045,1038,74,415,409,395,382,410,174,650,542,612,663,628,154,193,804,470,430,573,-109,180,-1111,-1832,-1837,-1253,45,373,-307,-1362,-1407,-680,-3,-17,15,52,89,48,11444,11445,11604,11518,11388,11437,11424,13.993456581,12.393301622,13.161506189,13.78000778,13.747433945,5.452849278,5.3300319281,5.1626563501,5.0372851407,5.4301039666,8.5406073029,7.0632696944,7.9988498386,8.7427226394,8.3173299781,2.5359033992,10.477617775,6.1429075558,5.6702424358,7.5889013973,2.3650912531,-14.47839969,-23.94426945,-24.22380315,-16.59492749,4.9009946523,-4.000781912,-17.8013619,-18.55356071,-9.006026091
050,3,7,48,101,Texas,Cottle County,1505,1505,1506,1509,1485,1449,1427,1426,1,3,-24,-36,-22,-1,9,15,16,10,14,12,2,21,18,37,20,12,7,-6,-2,-27,-6,0,0,0,0,0,0,0,-5,7,-21,-12,-20,18,-5,7,-21,-12,-20,18,-1,2,-1,3,4,-19,0,0,0,0,0,0,0,9.9502487562,10.688042752,6.8166325835,9.735744089,8.4121976866,13.930348259,12.024048096,25.221540559,13.908205841,8.4121976866,-3.980099502,-1.336005344,-18.40490798,-4.172461752,0,0,0,0,0,0,4.6434494196,-14.02805611,-8.1799591,-13.90820584,12.61829653,4.6434494196,-14.02805611,-8.1799591,-13.90820584,12.61829653
050,3,7,48,103,Texas,Crane County,4375,4375,4380,4365,4564,4746,4927,5048,5,-15,199,182,181,121,16,66,70,80,81,83,3,47,31,55,27,17,13,19,39,25,54,66,0,3,1,2,2,2,-8,-41,159,153,121,61,-8,-38,160,155,123,63,0,4,0,2,4,-8,86,86,86,98,91,89,89,15.094339623,15.679247396,17.185821697,16.747648093,16.64160401,10.748999428,6.943666704,11.815252417,5.5825493642,3.4085213033,4.3453401944,8.7355806921,5.3705692803,11.165098728,13.233082707,0.6861063465,0.2239892485,0.4296455424,0.4135221751,0.4010025063,-9.376786735,35.614290514,32.867883996,25.018091595,12.230576441,-8.690680389,35.838279763,33.297529538,25.43161377,12.631578947
050,3,7,48,105,Texas,Crockett County,3719,3719,3709,3673,3711,3752,3781,3710,-10,-36,38,41,29,-71,17,56,60,48,52,47,19,46,37,30,23,22,-2,10,23,18,29,25,1,3,1,1,2,2,-8,-49,15,28,0,-89,-7,-46,16,29,2,-87,-1,0,-1,-6,-2,-9,49,49,49,49,49,49,49,15.172040098,16.25135428,12.863459735,13.805920616,12.548391403,12.462747223,10.021668472,8.0396623342,6.1064648878,5.8737151248,2.7092928746,6.2296858072,4.8237974005,7.6994557281,6.6746762782,0.8127878624,0.2708559047,0.2679887445,0.5309969468,0.5339741023,-13.27553509,4.0628385699,7.5036848452,0,-23.76184755,-12.46274722,4.3336944745,7.7716735897,0.5309969468,-23.22787345
050,3,7,48,107,Texas,Crosby County,6059,6059,6045,6085,6096,5988,5888,5977,-14,40,11,-108,-100,89,20,90,72,64,64,65,40,72,67,60,52,68,-20,18,5,4,12,-3,0,3,3,3,3,3,9,13,3,-113,-110,89,9,16,6,-110,-107,92,-3,6,0,-2,-5,0,62,62,60,62,67,62,62,14.83924155,11.821689516,10.592519033,10.778039744,10.956595027,11.87139324,11.000738856,9.9304865938,8.757157292,11.462284029,2.96784831,0.8209506609,0.6620324396,2.020882452,-0.505689001,0.494641385,0.4925703965,0.4965243297,0.505220613,0.5056890013,2.1434460016,0.4925703965,-18.70241642,-18.52475581,15.002107038,2.6380873866,0.985140793,-18.20589209,-18.0195352,15.507796039
050,3,7,48,109,Texas,Culberson County,2398,2398,2399,2378,2307,2292,2266,2236,1,-21,-71,-15,-26,-30,6,27,32,30,28,30,1,14,15,19,14,11,5,13,17,11,14,19,1,5,2,2,2,2,-5,-45,-91,-17,-47,-49,-4,-40,-89,-15,-45,-47,0,6,1,-11,5,-2,12,12,12,12,12,12,12,11.304165794,13.660618997,13.046314416,12.286090391,13.32741004,5.8614193008,6.4034151547,8.2626657969,6.1430451953,4.8867170147,5.4427464936,7.257203842,4.7836486193,6.1430451953,8.4406930253,2.093364036,0.8537886873,0.8697542944,0.877577885,0.8884940027,-18.84027632,-38.84738527,-7.392911503,-20.6230803,-21.76810307,-16.74691229,-37.99359658,-6.523157208,-19.74550241,-20.87960906
050,3,7,48,111,Texas,Dallam County,6703,6703,6744,6834,6983,7025,7108,7121,41,90,149,42,83,13,25,137,136,147,146,146,1,42,60,46,32,31,24,95,76,101,114,115,4,29,21,22,24,24,13,-56,53,-66,-75,-98,17,-27,74,-44,-51,-74,0,22,-1,-15,20,-28,39,39,40,40,40,40,40,20.17970246,19.685894188,20.988006853,20.660864643,20.521470237,6.1864781264,8.6849533184,6.5676756139,4.5284086889,4.3572984749,13.993224333,11.00094087,14.420331239,16.132455954,16.164171762,4.2716158492,3.0397336614,3.1410622501,3.3963065167,3.3733923677,-8.248637502,7.6717087646,-9.42318675,-10.61345786,-13.7746855,-3.977021653,10.711442426,-6.2821245,-7.217151348,-10.40129313
050,3,7,48,113,Texas,Dallas County,2368139,2367643,2373464,2409778,2456444,2485781,2519625,2553385,5821,36314,46666,29337,33844,33760,9741,39082,38618,38870,39087,39555,3415,14313,14308,15065,15619,15695,6326,24769,24310,23805,23468,23860,2017,10970,10334,11593,13501,13645,-2570,1546,11808,-5232,-1889,-2490,-553,12516,22142,6361,11612,11155,48,-971,214,-829,-1236,-1255,30398,30411,31249,31988,32728,32159,32145,16.341217944,15.871861169,15.729757346,15.617913911,15.594292146,5.984643888,5.8805373039,6.0964444152,6.2408523904,6.1876479644,10.356574056,9.9913238648,9.6333129309,9.3770615211,9.4066441817,4.5868471635,4.2472373846,4.6914092337,5.3945673937,5.3794492816,0.6464234927,4.8530461619,-2.117264997,-0.754783928,-0.981665717,5.2332706562,9.1002835465,2.5741442367,4.6397834661,4.3977835644
050,3,7,48,115,Texas,Dawson County,13833,13833,13835,13788,13648,13250,13505,13520,2,-47,-140,-398,255,15,36,193,198,180,186,193,52,136,131,140,121,127,-16,57,67,40,65,66,1,7,6,8,8,8,18,-113,-214,-468,182,-41,19,-106,-208,-460,190,-33,-1,2,1,22,0,-18,2146,2154,2202,2202,1648,1811,1812,13.973862361,14.433590902,13.383894713,13.903943188,14.28307123,9.8468667415,9.5494970112,10.409695888,9.0450383106,9.3987049029,4.1269956196,4.8840938912,2.9741988252,4.8589048776,4.8843663275,0.5068240235,0.4373815425,0.594839765,0.5980190619,0.5920444033,-8.181587807,-15.59994168,-34.79812625,13.604933657,-3.034227567,-7.674763784,-15.16256014,-34.20328649,14.202952719,-2.442183164
050,3,7,48,117,Texas,Deaf Smith County,19372,19372,19446,19486,19373,19213,19201,18952,74,40,-113,-160,-12,-249,83,351,338,370,321,338,12,141,145,151,170,172,71,210,193,219,151,166,15,54,44,51,55,55,-7,-232,-357,-420,-213,-489,8,-178,-313,-369,-158,-434,-5,8,7,-10,-5,19,371,371,374,376,380,380,380,18.031439433,17.396227386,19.177940186,16.712656844,17.718134878,7.2433987465,7.4628786124,7.8266728865,8.8509397615,9.0163289912,10.788040686,9.9333487738,11.351267299,7.8617170823,8.7018058868,2.7740676051,2.2645976479,2.6434458094,2.8635393346,2.8831284565,-11.91821638,-18.37412183,-21.76955372,-11.08970688,-25.633633,-9.144148772,-16.10952418,-19.12610791,-8.226167543,-22.75050455
050,3,7,48,119,Texas,Delta County,5231,5231,5238,5198,5298,5186,5218,5217,7,-40,100,-112,32,-1,15,59,62,54,60,64,26,82,80,82,43,55,-11,-23,-18,-28,17,9,2,0,0,0,0,0,16,-40,117,-90,9,2,18,-40,117,-90,9,2,0,23,1,6,6,-12,69,69,67,68,67,62,61,11.307014182,11.81402439,10.301411675,11.534025375,12.266411116,15.714833269,15.243902439,15.642884395,8.2660515186,10.541447053,-4.407819088,-3.429878049,-5.34147272,3.2679738562,1.7249640632,0,0,0,0,0,-7.665772327,22.294207317,-17.16901946,1.7301038062,0.3833253474,-7.665772327,22.294207317,-17.16901946,1.7301038062,0.3833253474
050,3,7,48,121,Texas,Denton County,662614,662615,666962,685861,708300,729690,754792,780612,4347,18899,22439,21390,25102,25820,2185,9191,9091,9491,9788,10063,690,2733,2884,3032,3390,3499,1495,6458,6207,6459,6398,6564,430,2339,2361,2591,2997,3010,2349,9695,13651,12431,14721,16126,2779,12034,16012,15022,17718,19136,73,407,220,-91,986,120,10344,10346,10261,10710,10677,10852,10861,13.587882524,13.041535375,13.200369961,13.187091524,13.107950741,4.0404398802,4.1372553098,4.2169973366,4.5672497208,4.5577580884,9.547442644,8.9042800652,8.9833726243,8.6198418034,8.5501926529,3.4579542187,3.3869832824,3.6036411936,4.0377720983,3.9207921824,14.332991086,19.583104103,17.289410914,19.833180867,21.005546423,17.790945305,22.970087386,20.893052107,23.870952965,24.926338605
050,3,7,48,123,Texas,DeWitt County,20097,20097,20058,20302,20455,20480,20668,20797,-39,244,153,25,188,129,57,226,243,260,272,275,91,259,218,255,215,225,-34,-33,25,5,57,50,2,4,4,4,4,4,-6,224,125,23,119,93,-4,228,129,27,123,97,-1,49,-1,-7,8,-18,1790,1790,1809,1829,1832,1832,1832,11.199207136,11.924332017,12.703065836,13.220569651,13.264198722,12.834489594,10.697548887,12.458776108,10.450082629,10.852526227,-1.635282458,1.2267831293,0.2442897276,2.7704870225,2.4116724949,0.1982160555,0.1962853007,0.1954317821,0.1944201419,0.1929337996,11.100099108,6.1339156464,1.123732747,5.7839992223,4.4857108405,11.298315164,6.3302009471,1.3191645291,5.9784193642,4.6786446401
050,3,7,48,125,Texas,Dickens County,2444,2444,2445,2398,2314,2282,2205,2206,1,-47,-84,-32,-77,1,2,19,21,25,19,22,2,21,34,25,28,12,0,-2,-13,0,-9,10,0,2,2,2,2,2,3,-55,-75,-27,-70,0,3,-53,-73,-25,-68,2,-2,8,2,-7,0,-11,315,315,315,315,315,315,315,7.8463762131,8.9134125637,10.879025239,8.468910185,9.9750623441,8.6723105513,14.431239389,10.879025239,12.48049922,5.4409430968,-0.825934338,-5.517826825,0,-4.011589035,4.5341192473,0.8259343382,0.8488964346,0.8703220191,0.89146423,0.9068238495,-22.7131943,-31.8336163,-11.74934726,-31.20124805,0,-21.88725996,-30.98471986,-10.87902524,-30.30978382,0.9068238495
050,3,7,48,127,Texas,Dimmit County,9996,9996,10036,10096,10471,10868,10995,10980,40,60,375,397,127,-15,32,148,183,198,204,212,9,80,88,91,73,78,23,68,95,107,131,134,2,11,11,10,13,13,17,-24,265,300,-21,-141,19,-13,276,310,-8,-128,-2,5,4,-20,4,-21,104,104,103,104,92,92,93,14.702960461,17.795497642,18.557570645,18.661665828,19.294653015,7.9475461951,8.5573977731,8.5289844885,6.6779490463,7.0989761092,6.7554142658,9.2380998687,10.028586157,11.983716782,12.195676906,1.0927876018,1.0696747216,0.9372510427,1.1892238028,1.1831626849,-2.384263859,25.769436476,28.117531281,-1.921053835,-12.83276451,-1.291476257,26.839111198,29.054782323,-0.731830032,-11.64960182
050,3,7,48,129,Texas,Donley County,3677,3728,3731,3685,3657,3576,3522,3499,3,-46,-28,-81,-54,-23,12,34,29,35,37,32,13,53,49,61,39,49,-1,-19,-20,-26,-2,-17,1,3,4,4,5,5,3,-30,-13,-57,-60,-10,4,-27,-9,-53,-55,-5,0,0,1,-2,3,-1,291,291,290,289,295,280,280,9.1693635383,7.8997548352,9.6778653394,10.425471964,9.115510611,14.293419633,13.347861618,16.867136734,10.989010989,13.958125623,-5.124056095,-5.448106783,-7.189271395,-0.563539025,-4.842615012,0.8090614887,1.0896213566,1.1060417531,1.4088475627,1.424298533,-8.090614887,-3.541269409,-15.76109498,-16.90617075,-2.848597066,-7.281553398,-2.451648052,-14.65505323,-15.49732319,-1.424298533
050,3,7,48,131,Texas,Duval County,11782,11782,11721,11793,11582,11605,11519,11388,-61,72,-211,23,-86,-131,39,173,183,160,160,162,48,109,116,136,129,143,-9,64,67,24,31,19,0,0,7,6,8,9,-53,11,-293,-13,-125,-159,-53,11,-286,-7,-117,-150,1,-3,8,6,0,0,578,578,674,538,574,546,543,14.714638088,15.657754011,13.800836676,13.838436257,14.144148077,9.2710725525,9.9251336898,11.730711174,11.157239232,12.485266512,5.4435655354,5.7326203209,2.0701255014,2.6811970247,1.6588815646,0,0.5989304813,0.5175313753,0.6919218128,0.7857860043,0.9356128264,-25.06951872,-1.12131798,-10.81127833,-13.88221941,0.9356128264,-24.47058824,-0.603786605,-10.11935651,-13.0964334
050,3,7,48,133,Texas,Eastland County,18583,18583,18589,18580,18410,18250,18230,18171,6,-9,-170,-160,-20,-59,48,222,187,179,210,210,47,267,230,257,234,244,1,-45,-43,-78,-24,-34,2,12,27,22,14,31,6,23,-143,-113,0,-65,8,35,-116,-91,14,-34,-3,1,-11,9,-10,9,885,885,887,867,882,893,892,11.945438403,10.110840768,9.7654118931,11.513157895,11.538144556,14.366811052,12.435793458,14.020731042,12.828947368,13.406225104,-2.421372649,-2.32495269,-4.255319149,-1.315789474,-1.868080547,0.6456993731,1.4598540146,1.2002182215,0.7675438596,1.7032499107,1.2375904652,-7.731819411,-6.164757229,0,-3.571330458,1.8832898383,-6.271965396,-4.964539007,0.7675438596,-1.868080547
050,3,7,48,135,Texas,Ector County,137130,137133,137078,139733,144552,149666,154399,159436,-55,2655,4819,5114,4733,5037,577,2410,2587,2850,3015,3070,214,1236,1109,1179,1162,1196,363,1174,1478,1671,1853,1874,-13,105,103,122,149,159,-413,1403,3168,3366,2658,3047,-426,1508,3271,3488,2807,3206,8,-27,70,-45,73,-43,2175,2175,2150,2257,2283,2442,2439,17.412602823,18.200045729,19.373389799,19.831286074,19.564420794,8.9302809498,7.8020296533,8.0144654644,7.6431026261,7.6218395016,8.482321873,10.398016075,11.358924335,12.188183448,11.942581293,0.758640372,0.7246249362,0.829317037,0.980053607,1.013271305,10.136880399,22.287493185,22.880993005,17.483103942,19.417846958,10.89552077,23.012118121,23.710310042,18.463157549,20.431118263
050,3,7,48,137,Texas,Edwards County,2002,2002,1997,1971,1972,1876,1879,1894,-5,-26,1,-96,3,15,9,25,27,17,22,21,2,16,22,18,13,8,7,9,5,-1,9,13,0,1,0,0,0,0,-11,-41,-4,-95,-7,18,-11,-40,-4,-95,-7,18,-1,5,0,0,1,-16,5,5,5,5,5,5,5,12.600806452,13.695155973,8.8357588358,11.71770972,11.131725417,8.064516129,11.159015978,9.3555093555,6.9241011984,4.2406573019,4.5362903226,2.5361399949,-0.51975052,4.793608522,6.8910681156,0.5040322581,0,0,0,0,-20.66532258,-2.028911996,-49.37629938,-3.728362184,9.5414789292,-20.16129032,-2.028911996,-49.37629938,-3.728362184,9.5414789292
050,3,7,48,139,Texas,Ellis County,149610,149610,150376,152406,153779,156110,159365,163632,766,2030,1373,2331,3255,4267,481,1997,1889,1915,2123,2137,194,980,1111,1099,1153,1172,287,1017,778,816,970,965,4,85,75,88,109,113,463,877,549,1490,2093,3151,467,962,624,1578,2202,3264,12,51,-29,-63,83,38,1610,1610,1646,1629,1765,1737,1739,13.191008713,12.338945409,12.359264124,13.459069657,13.232321043,6.4733042255,7.257050476,7.0928622829,7.3096124891,7.2570333471,6.7177044871,5.0818949328,5.2664018407,6.1494571678,5.9752876962,0.5614600604,0.4898998971,0.5679452965,0.6910214756,0.6996969012,5.7929467406,3.5860672469,9.6163464983,13.26888026,19.51101713,6.3544068009,4.075967144,10.184291795,13.959901735,20.210714031
050,3,7,48,141,Texas,El Paso County,800647,800647,803638,820015,831864,832457,835545,835593,2991,16377,11849,593,3088,48,3288,13815,13927,13679,13626,13615,1124,4766,4815,4838,4998,5118,2164,9049,9112,8841,8628,8497,294,2140,3383,2739,2944,3314,522,5423,-579,-11367,-8323,-12004,816,7563,2804,-8628,-5379,-8690,11,-235,-67,380,-161,241,15792,15827,15884,15895,15897,16021,16022,17.017182859,16.862009869,16.437934749,16.338109906,16.29428569,5.8707125229,5.8297248164,5.8137823172,5.9927985698,6.1251674009,11.146470336,11.032285052,10.624152432,10.345311337,10.169118289,2.636031221,4.0959416519,3.2914323619,3.5299717866,3.9661595871,6.6799987436,-0.701019869,-13.65962456,-9.979604341,-14.3662582,9.3160299645,3.394921783,-10.36819219,-6.449632554,-10.40009862
050,3,7,48,143,Texas,Erath County,37890,37890,37887,38987,39470,39999,40617,41122,-3,1100,483,529,618,505,117,457,490,503,486,491,80,321,308,272,319,327,37,136,182,231,167,164,3,26,16,19,27,31,-40,847,281,264,409,283,-37,873,297,283,436,314,-3,91,4,15,15,27,1888,1888,2665,2843,3279,3747,3741,11.889585556,12.490918592,12.659024274,12.057159869,12.013848958,8.3513281474,7.8514345438,6.8454365853,7.9140617247,8.0010765975,3.5382574082,4.6394840486,5.8135876883,4.1430981443,4.0127723608,0.6764315633,0.4078667295,0.4781738791,0.6698422149,0.7585118487,22.036059006,7.1631594377,6.6441002152,10.146869108,6.9244791348,22.712490569,7.5710261672,7.1222740943,10.816711323,7.6829909835
050,3,7,48,145,Texas,Falls County,17866,17866,17882,17869,17605,17260,17176,17142,16,-13,-264,-345,-84,-34,49,194,205,201,200,196,22,198,209,171,167,166,27,-4,-4,30,33,30,0,9,4,5,9,10,-8,-17,-267,-356,-145,-20,-8,-8,-263,-351,-136,-10,-3,-1,3,-24,19,-54,2068,2068,2066,2047,1823,2020,2016,10.852843277,11.557760613,11.530187867,11.615750958,11.422577073,11.076613242,11.783277894,9.8092643052,9.6991520502,9.6742234396,-0.223769964,-0.22551728,1.7209235623,1.9165989081,1.7483536337,0.5034824201,0.2255172803,0.2868205937,0.5227087931,0.5827845446,-0.951022349,-15.05327846,-20.42162627,-8.421419445,-1.165569089,-0.447539929,-14.82776118,-20.13480568,-7.898710652,-0.582784545
050,3,7,48,147,Texas,Fannin County,33915,33915,33912,33925,33692,33653,33776,33693,-3,13,-233,-39,123,-83,88,360,299,351,316,335,79,405,412,408,398,430,9,-45,-113,-57,-82,-95,-1,9,8,9,10,10,-5,31,-127,11,162,-18,-6,40,-119,20,172,-8,-6,18,-1,-2,33,20,3145,3145,3143,3037,3122,3126,3125,10.613676902,8.843929781,10.423936447,9.3728217829,9.9304865938,11.940386515,12.186284514,12.116712451,11.805009714,12.746594732,-1.326709613,-3.342354733,-1.692776004,-2.432187931,-2.816108139,0.2653419225,0.2366268838,0.2672804217,0.2966082843,0.2964324356,0.913955511,-3.75645178,0.326676071,4.8050542052,-0.533578384,1.1792974336,-3.519824896,0.5939564927,5.1016624894,-0.237145949
050,3,7,48,149,Texas,Fayette County,24554,24554,24528,24747,24725,24794,24870,25110,-26,219,-22,69,76,240,54,248,225,241,244,257,38,292,281,345,318,288,16,-44,-56,-104,-74,-31,0,6,10,11,13,13,-35,235,31,152,138,221,-35,241,41,163,151,234,-7,22,-7,10,-1,37,455,455,436,466,454,450,450,10.065956367,9.0960543338,9.7336375937,9.8260309278,10.284113645,11.851851852,11.35996119,13.934045518,12.806056701,11.524609844,-1.785895485,-2.263906856,-4.200407924,-2.980025773,-1.240496198,0.2435312024,0.4042690815,0.4442739151,0.5235180412,0.5202080832,9.5383054287,1.2532341527,6.1390577354,5.5573453608,8.843537415,9.7818366312,1.6575032342,6.5833316505,6.0808634021,9.3637454982
050,3,7,48,151,Texas,Fisher County,3974,3974,3954,3955,3837,3842,3828,3827,-20,1,-118,5,-14,-1,11,37,35,31,28,29,4,44,63,51,47,52,7,-7,-28,-20,-19,-23,0,1,1,1,1,1,-24,0,-91,38,0,21,-24,1,-90,39,1,22,-3,7,0,-14,4,0,22,22,22,22,22,22,22,9.3564293842,8.9835728953,8.0739679646,7.3011734029,7.576747224,11.126564673,16.170431211,13.282979555,12.255541069,13.585891574,-1.770135289,-7.186858316,-5.20901159,-4.954367666,-6.00914435,0.2528764698,0.2566735113,0.2604505795,0.260756193,0.2612671457,0,-23.35728953,9.8971220211,0,5.4866100588,0.2528764698,-23.10061602,10.157572601,0.260756193,5.7478772044
050,3,7,48,153,Texas,Floyd County,6446,6446,6405,6384,6365,6266,5972,5901,-41,-21,-19,-99,-294,-71,22,90,80,99,66,75,34,64,70,60,54,62,-12,26,10,39,12,13,1,9,12,13,14,14,-31,-55,-42,-151,-335,-98,-30,-46,-30,-138,-321,-84,1,-1,1,0,15,0,35,35,28,32,34,35,35,14.074595355,12.550003922,15.67571847,10.786076156,12.63370673,10.008601142,10.981253432,9.5004354366,8.8249714006,10.44386423,4.0659942138,1.5687504902,6.1752830338,1.9611047557,2.1898424998,1.4074595355,1.8825005883,2.0584276779,2.2879555483,2.3582919229,-8.601141606,-6.588752059,-23.90942918,-54.74750776,-16.50804346,-7.193682071,-4.706251471,-21.8510015,-52.45955221,-14.14975154
050,3,7,48,155,Texas,Foard County,1336,1336,1338,1354,1308,1272,1268,1220,2,16,-46,-36,-4,-48,3,18,15,12,7,9,12,21,15,23,13,10,-9,-3,0,-11,-6,-1,0,0,1,1,1,1,12,14,-48,-17,-6,-39,12,14,-47,-16,-5,-38,-1,5,1,-9,7,-9,30,30,34,30,30,30,30,13.372956909,11.269722014,9.3023255814,5.5118110236,7.2347266881,15.601783061,11.269722014,17.829457364,10.236220472,8.038585209,-2.228826152,0,-8.527131783,-4.724409449,-0.803858521,0,0.7513148009,0.7751937984,0.7874015748,0.8038585209,10.401188707,-36.06311044,-13.17829457,-4.724409449,-31.35048232,10.401188707,-35.31179564,-12.40310078,-3.937007874,-30.54662379
050,3,7,48,157,Texas,Fort Bend County,585375,584832,590581,607482,626808,654626,686650,716087,5749,16901,19326,27818,32024,29437,1936,7730,7893,8133,9027,9223,651,2334,2357,2572,2990,3116,1285,5396,5536,5561,6037,6107,804,3834,3909,4275,4852,4853,3504,7107,9815,18138,19834,18500,4308,10941,13724,22413,24686,23353,156,564,66,-156,1301,-23,5936,5936,5483,4806,4971,5085,5080,12.904162803,12.789538925,12.693591711,13.460316892,13.150006024,3.8962892602,3.8191997019,4.0142527824,4.4584410666,4.4427430088,9.0078735425,8.9703392234,8.6793389281,9.0018758257,8.7072630151,6.4003312013,6.3340057847,6.6722125369,7.2349016906,6.919329853,11.864150717,15.903879963,28.308910174,29.574822781,26.377004385,18.264481918,22.237885748,34.981122711,36.809724471,33.296334238
